order_id,payment_sequential,payment_type,installments,payment_value,payment_status
oe483qUQb3jV,1,credit_card,2,125.84,paid
yZ7w0I4Wgb2p,1,credit_card,2,250.7,paid
M0SVinEpZiDr,1,credit_card,3,216.93,paid
1d5JlZgvvZf2,1,wallet,1,141.74,paid
86kyF9dRWSZA,1,credit_card,2,30.3,paid
i18kd96aEIhM,1,credit_card,8,147.85,paid
aw1s7nCtv37j,1,credit_card,2,227.12,paid
rmf603bpbWE0,1,credit_card,8,370.33,paid
014BqLSKr3AN,1,credit_card,1,503.86,paid
M4IsodqPMELJ,1,credit_card,2,159.69,paid
8Fprwh5HzMck,1,credit_card,1,65.18,paid
IcGBwuhOHkVi,1,wallet,1,11.98,paid
GdcuuPxruyTr,1,credit_card,8,98.44,paid
9j5AgFTPTPxD,1,credit_card,4,93.56,paid
Aov9IgixpZMH,1,credit_card,1,321.08,paid
OpTqNDDSBwE3,1,wallet,1,195.13,paid
YogQCiNRtjUG,1,wallet,1,18.36,paid
RnUeLeVRzDbU,2,voucher,1,238.24,paid
DUgQMqeiCqkY,1,wallet,1,310.11,paid
2p88xu7IYgCg,1,wallet,1,159.07,paid
m8V5wAiZSjOo,1,credit_card,3,538.44,paid
yZhc0YPUjYZb,1,wallet,1,737.36,paid
JH5PT465jCsc,2,voucher,1,143.73,paid
wguCURY1mC6M,1,credit_card,1,304.5,paid
PTspmOPm0XT7,1,credit_card,8,147.26,paid
ohsPcsckT9in,1,credit_card,4,181.36,paid
cFOVepBOkcMN,1,credit_card,1,355.97,paid
FCkfTJjW9C9j,1,credit_card,1,211.37,paid
MK014GMiDHMy,1,credit_card,3,3.02,paid
7KDdWLEDTy7i,1,credit_card,8,166.02,paid
xrsVxuXOTrdM,1,credit_card,1,1.77,paid
KkggG43IviOf,1,credit_card,1,96.12,paid
p1Oac5gpsaDe,1,credit_card,5,124.62,paid
lMjzt8WvPpD3,1,wallet,1,42.12,paid
iWND2eV80t7j,1,credit_card,2,26.84,paid
AcCQysW4SOY7,1,credit_card,6,159.21,paid
Ue63v2p9fsTI,1,credit_card,10,51.17,paid
NDhYb2VssKmz,1,credit_card,3,37.1,paid
HS7msuWO1GeZ,1,credit_card,1,9.48,paid
NSKiqnUkU7KM,1,wallet,1,198.93,paid
j1oZcEPMb8qx,1,credit_card,2,58.4,paid
DVLugIzZpCi9,1,wallet,1,291.66,paid
5gO0TAIQIs1X,1,wallet,1,675.77,paid
78lwkXQJGuqM,1,credit_card,6,397.36,paid
oJ1FJxkFcpCp,1,credit_card,10,175.28,paid
9UAAW7eSpTFs,1,credit_card,6,197.52,paid
Qobu9j0QuvP5,1,wallet,1,1837.16,paid
SMZKKjOiBg83,1,credit_card,6,120.2,paid
hU4ppv22JZeh,1,credit_card,2,170.94,paid
am7U5yXDYOpO,1,voucher,1,193.31,paid
ZpPjixiQom81,1,credit_card,4,308.61,paid
irpzCzSDC49n,1,credit_card,3,165.18,paid
aJODUCSc6yJa,1,credit_card,4,37.24,paid
BZSqoApJYjhp,1,credit_card,1,43.41,paid
gXMrfTDDMV6p,1,credit_card,4,190.12,paid
VEmVUMbr8tjk,1,credit_card,3,329.38,paid
xp2EmcMsMRQV,1,credit_card,5,73.73,paid
1TWWjmssoXmN,2,voucher,1,1035.03,paid
0GqiUaFoANFa,1,credit_card,1,182.42,paid
fpCmU2Z3uxYc,1,credit_card,3,66.95,paid
N471QMHZVUwg,1,credit_card,3,47.09,paid
3vfcXLX9xO9I,1,wallet,1,93.85,paid
upYl22yY2gat,1,credit_card,1,41.96,paid
LnNCriodFet1,1,credit_card,1,1972.03,paid
CbidZ7vZaCqJ,1,wallet,1,29.61,paid
ltzsDMWBTIoG,1,credit_card,8,127.74,paid
Ng0KTsQCxk4E,1,credit_card,3,120.14,paid
OdXzQeEVx6oo,1,wallet,1,148.45,paid
8M6fLXHhZ3XK,1,wallet,1,169.22,paid
p5j6XnmDYG1C,1,credit_card,6,160.66,paid
Zyki8Z2sG0C8,1,credit_card,8,141.47,paid
mODhL8lCDHnL,1,credit_card,1,199.52,paid
EypkoZoMATzV,1,credit_card,5,112.15,paid
Yos6QZZ3HfVe,1,credit_card,1,213.11,paid
FZtVqW94xgWL,1,wallet,1,433.13,paid
Cj9mL2DwXm5P,1,credit_card,8,409.54,paid
8xTwSjmICnpf,1,credit_card,5,195.46,paid
pVc25mLuNaA3,1,credit_card,5,343.54,paid
HhEbjPHnAWPK,1,credit_card,1,221.08,paid
HlYgSxlh7ZFD,1,wallet,1,163.94,paid
r9198zyyFsNp,1,debit_card,1,208.2,paid
8l0x4wYjXKTN,1,wallet,1,162.6,paid
62a847rWDQG1,1,credit_card,10,224.19,paid
fymKdljfS2gF,1,credit_card,2,1003.76,paid
1LIKbV9xJAf7,1,credit_card,10,153.64,paid
dY9jFRPCJID1,1,credit_card,1,63.33,paid
rq82HL86S79J,1,credit_card,1,191.13,paid
4ZImUzvubjlF,1,credit_card,4,936.52,paid
moCcTwJjLtzb,1,credit_card,9,87.46,paid
qDlTUlHQvVg5,1,credit_card,1,251.98,paid
eHXeLe7NIC6B,6,voucher,1,910.6,paid
eNuxLmKE1syE,1,credit_card,1,190.25,paid
cnWFHARmkq2u,1,wallet,1,26.86,paid
0C09uF3Elloh,3,voucher,1,2827.0,paid
mylTzBsf2pgR,1,wallet,1,286.54,paid
1eGNwykhr87v,1,credit_card,1,192.83,paid
EInpJ63eJ26K,1,credit_card,1,48.43,paid
sJNV28z1S1sQ,1,credit_card,3,607.76,paid
2yLmqekEyuSc,1,wallet,1,63.49,paid
5CYdSMKpEfIs,1,credit_card,2,69.01,paid
fBrSDKFQCumg,1,voucher,1,92.06,unpaid
P0MJLRoWJmRS,1,credit_card,4,126.69,paid
RWALTSFB0qbs,1,credit_card,6,247.47,paid
4cVDKeX0LmKj,1,credit_card,10,6.25,paid
dURh2uwyravx,1,credit_card,2,665.87,paid
xOLMRzMcs4cl,1,credit_card,2,82.67,paid
6pjruUOzqClL,1,credit_card,5,36.12,paid
EWCl6aVa4QnR,1,credit_card,2,596.4,paid
NpqD2eHT8Guw,1,credit_card,3,73.55,paid
3Ow7oRcnSG2E,1,credit_card,1,71.02,paid
QI6CsLmeiFxX,1,credit_card,10,208.08,paid
zRkNoPR6u3sh,1,credit_card,8,502.12,paid
1GAQubIcIkhA,1,credit_card,3,148.85,paid
PYGNcKm5m7mO,1,credit_card,2,127.15,paid
QhKqIwyw6T3C,1,credit_card,2,84.51,paid
z703ZvTS7G4s,1,wallet,1,18.23,paid
0auJD4dVg5kY,1,credit_card,5,186.42,paid
mYA7vM4iD9hS,1,credit_card,1,90.89,paid
28aNB6WftE8n,1,credit_card,1,285.79,paid
zMBpHYUUy3pY,1,credit_card,4,560.57,paid
aASjdvZ6eEiQ,1,credit_card,3,152.99,paid
QGIK30X1ng71,1,credit_card,4,530.71,paid
JMHg20GTd9T3,1,credit_card,5,11.04,paid
vlLCmXHByasB,1,credit_card,4,64.63,paid
rGXfcfF3G1kd,1,credit_card,10,356.36,paid
Z756lYMcVMLA,1,credit_card,1,138.14,paid
yw6z36X6Evhj,2,voucher,1,406.58,paid
37jZ8WDUS3j2,1,credit_card,3,50.39,paid
rLlwu3FrWEzs,1,credit_card,7,124.11,paid
3vxZouAE2pYl,1,credit_card,1,79.14,paid
1rsIeFXcpzMY,1,credit_card,3,0.67,paid
huFSsWgJOfJR,1,wallet,1,139.07,paid
ItrljmokzPQ2,1,credit_card,10,195.94,paid
qyFdGx5lT90w,1,wallet,1,38.07,paid
ILQGAZ3CVAwT,1,credit_card,3,961.49,paid
bEXViv6e2jIG,1,credit_card,2,454.54,paid
EwCxXLKCKWSf,1,credit_card,3,548.08,paid
hXCrfGM6tu0A,1,credit_card,5,961.49,paid
NOghCPMIh3U3,1,wallet,1,131.43,paid
ui2Rl5HRpkvl,1,credit_card,4,134.42,paid
5daYBcLuFo9Z,1,credit_card,4,26.42,paid
GtQ1dlMLqelo,1,credit_card,1,77.61,paid
Xi5TqnNDjvTT,1,credit_card,8,267.54,paid
jShvFNunOnep,1,credit_card,7,175.92,paid
97RR92DWzvAI,1,credit_card,1,21.89,paid
0BDflXZNXFFp,1,credit_card,5,135.15,paid
0ykWY0CyVto7,1,credit_card,8,207.95,paid
dsna3ED6MbL9,1,credit_card,6,172.67,paid
d1LkbtfZ5bGc,1,credit_card,4,127.54,paid
bKWwnwTI9U3z,1,wallet,1,27.02,paid
IuRtLCh6Ihkw,1,credit_card,2,321.08,paid
rB8JtpnEnljn,1,credit_card,3,86.76,paid
QvpJDLZ8EzO6,1,credit_card,5,80.37,paid
YC0DnbaNgzxb,1,credit_card,4,5.5,paid
FwaL9sawcoqm,1,credit_card,1,79.38,paid
TFHprDRQGXTJ,1,credit_card,5,203.19,paid
ShulqZlkjGYu,1,wallet,1,340.02,paid
a2ApK3v471Qv,1,credit_card,1,170.84,paid
yibfkiub6d8J,1,wallet,1,28.29,paid
N3qk02GQRrMX,1,credit_card,1,81.51,paid
V3tv5gKdguFk,1,credit_card,10,175.54,paid
yceueBHll9V6,4,voucher,1,104.83,paid
aFvuIKlCwtLW,1,credit_card,3,24.14,paid
SCB1s09emGja,1,wallet,1,213.11,paid
ylF6INGohEEL,1,credit_card,8,150.02,paid
ir7hxIROBcWZ,1,credit_card,3,115.82,paid
FgkuW32RQIU7,1,credit_card,3,66.38,paid
X3qcp85f8xQf,1,credit_card,1,52.21,paid
ppI4IC0u9iuU,1,wallet,1,98.08,paid
2BiNLqcy8Lot,1,wallet,1,194.11,paid
tn83xJoYoHt2,1,credit_card,10,5.02,paid
5Aqc2aNTQXZu,1,credit_card,1,258.81,paid
NHSLkUaiQMDe,1,credit_card,1,132.53,paid
Jvh2If20EhQS,1,credit_card,6,7.24,paid
1EikjxMQPQ7s,1,credit_card,1,132.94,paid
SROcg68Vf2Ud,1,credit_card,3,113.86,paid
Sha2Fph3Qeij,1,credit_card,1,635.92,paid
zhjGby8vbL26,1,credit_card,1,332.65,paid
TTZnTvWcYvkS,1,credit_card,5,125.02,paid
teVdIbcvcFHa,1,credit_card,3,156.74,paid
vzHQM66g4uw5,1,credit_card,5,59.1,paid
qOGJJ1lXp82X,1,credit_card,1,105.26,paid
M3BkLtinSk4C,1,credit_card,1,159.51,paid
yNbctUiLse98,1,credit_card,1,383.1,paid
kCtSi7FrsGkq,1,wallet,1,74.62,paid
ELJ2q38Ijf2C,1,credit_card,1,513.9,paid
zlNYhAVhPgri,1,credit_card,1,394.34,paid
UAkbuE8kBr9a,1,credit_card,2,53.9,paid
ApUSOLPOGduD,1,credit_card,2,194.74,paid
pZSMfMbsHt2Y,3,voucher,1,223.12,paid
AuAqNKDk5OXT,1,credit_card,8,97.99,paid
S67DBSV8zzOR,1,credit_card,3,605.57,paid
fAOod3krXxLb,1,credit_card,1,90.05,paid
PFejGQlkDdWM,1,wallet,1,419.89,paid
pKAUPcAMUe70,1,credit_card,1,150.59,paid
LjfuNRg1nfzm,1,credit_card,3,473.28,paid
YXFaRzigvTG0,1,credit_card,8,66.38,paid
yQjDTw2oocJY,1,credit_card,1,204.29,paid
kAJ43hDgaQky,1,wallet,1,125.56,paid
Z9qfGjTE75M2,1,credit_card,1,14.08,paid
hjjFj8ixIuyn,1,credit_card,2,228.34,paid
0SpDVbWpSTms,1,credit_card,8,113.66,paid
NUjFez48PfvY,1,credit_card,2,96.89,paid
A2gSrLCecCut,1,credit_card,5,2073.25,paid
Vt2fzlyQ064T,1,credit_card,5,180.05,paid
OopVqdez3ypy,1,credit_card,3,134.41,paid
LhECxURwX6ls,1,credit_card,1,73.17,paid
4JMtkO0Wla5b,1,credit_card,2,255.43,paid
4kWU2HHlTgQr,1,credit_card,1,241.36,paid
JESt92g97uQY,1,credit_card,1,84.98,paid
V3yA5ARpgJSQ,1,wallet,1,50.06,paid
MORGKU2adbCE,1,credit_card,3,62.18,paid
nRHqxl83z5Sb,1,credit_card,10,456.12,paid
0L7Hk5c5pcUP,1,wallet,1,598.93,paid
oW73PXkCUByY,1,credit_card,7,84.87,paid
217UuZgnWH0u,1,credit_card,5,199.84,paid
DORYlIO9CTEl,1,credit_card,10,323.83,paid
WDBN24OT6SB6,1,credit_card,1,372.28,paid
s4MVyD76lk9U,4,voucher,1,1817.54,paid
G7w9OSNza3PW,1,wallet,1,9.31,paid
rrRRvg00hQ3u,1,wallet,1,155.93,paid
DWX2Vf5BnMaU,1,wallet,1,47.87,paid
e0CUK85KOWFm,1,credit_card,1,210.72,paid
vOyWLIQ7q0AB,1,wallet,1,290.04,paid
D8UGnTe2Qtmx,2,voucher,1,174.04,paid
AaPzgSOJAC9R,1,credit_card,5,144.56,paid
FhpB2PZLFns2,1,credit_card,4,292.5,paid
3yaBOv6RV1vs,1,credit_card,2,484.68,paid
WDNWnevwMsKs,1,wallet,1,41.29,paid
bx359hKnNGii,1,credit_card,1,244.0,paid
w3v5mZE1tO0Z,1,credit_card,3,37.3,paid
J9xgrtS62PZQ,1,wallet,1,437.33,paid
UZxRmxhS7cVm,1,wallet,1,532.55,paid
83ps4POetSzp,1,wallet,1,703.81,paid
OOhqsd99Y1o6,1,credit_card,1,171.72,paid
RXncI3DDCI33,1,credit_card,8,82.81,paid
Q9mLz7h0g23a,1,credit_card,5,355.2,paid
gveVABShRrPE,1,credit_card,5,184.7,paid
xWPdP0D6mxOK,1,credit_card,1,265.44,paid
x9SmjzA1ZuLh,1,credit_card,2,300.55,paid
jZ7BvEuQCn8k,1,credit_card,3,190.74,paid
iccnW7nBM7nH,1,wallet,1,181.19,paid
rOzVlfGW5oBZ,1,credit_card,10,366.96,paid
hapYZBmNcoCB,1,credit_card,3,39.57,paid
FiOjb2UhOKIq,1,wallet,1,256.4,paid
x7c9BBTHxxP3,1,credit_card,4,119.48,paid
NQVqhri7BLpM,1,credit_card,4,248.94,paid
XsFrPXUtxPQa,1,credit_card,10,438.81,paid
9OSKjWHdkF45,1,credit_card,6,348.89,paid
02nAOditpV7r,1,credit_card,10,88.56,paid
5X64aqQ2AiyT,1,wallet,1,85.21,paid
VUGk8Y2X4Flf,1,credit_card,2,227.3,paid
ELf7QdB2rMe7,1,credit_card,2,439.44,paid
1NsPDabzGO5N,1,credit_card,2,180.36,paid
3Dq38m0RIB0c,1,credit_card,1,143.5,paid
hEX6PDKFDL09,6,voucher,1,207.5,paid
f6nnb2s9kf99,1,credit_card,3,90.89,paid
tGLMFZkfYK72,1,credit_card,2,85.52,paid
26QidHIcqn9e,1,credit_card,2,183.52,paid
jkVjMyAmdaS2,1,credit_card,1,94.39,paid
hUy4nRCWOwZV,1,credit_card,1,6.8,paid
Clq3vV4F1mQi,3,voucher,1,88.62,paid
wY6UZnQz3QXD,1,credit_card,2,39.23,paid
Goha6mcW3gT7,1,credit_card,2,13.4,paid
FSLQUbqs7WZu,1,wallet,1,125.78,paid
Ii2chc7EijIN,1,credit_card,3,141.84,paid
3Km6sbzTYzLP,1,credit_card,2,57.72,paid
1QFqcHamB2J2,1,credit_card,2,1202.64,paid
IYVsm9tx5aLj,1,credit_card,4,73.72,paid
zdrsnGuNbOzi,1,wallet,1,268.12,paid
utUCaeMC169n,1,credit_card,1,81.53,paid
IsN3YA3RPBm7,1,credit_card,12,226.7,paid
nEzVwaE0y7Bg,1,credit_card,10,61.71,paid
RQalkeZ4aig4,1,wallet,1,122.56,paid
RiyCcdIHg7Vu,1,credit_card,1,370.68,paid
WzDpbGSLy9ZJ,1,credit_card,5,637.11,paid
OF4C3sxt64Vq,1,credit_card,10,4.72,paid
1638lvyVIGuz,1,credit_card,10,330.29,paid
Z0JtDUbGFIGY,1,credit_card,2,229.72,paid
qi7lQy6MDoBI,1,wallet,1,21.36,paid
F7e6XOL6pDRj,18,voucher,1,89.27,paid
gBsOfP6YiQfk,1,wallet,1,4.51,paid
vVbYRtmVkC8C,1,credit_card,1,44.05,paid
LiMZ9HBDAFNN,1,credit_card,1,15.1,paid
jhIBHO9dCxum,1,credit_card,5,673.47,paid
MlMZ9zXPArf2,1,credit_card,5,35.31,paid
vItDABTIQLr2,1,credit_card,8,76.19,paid
3ybdts5nE7gY,1,credit_card,1,40.14,paid
hmO77TjB0Spn,1,credit_card,5,32.98,paid
dNRDVtPYBRis,1,credit_card,6,575.69,paid
4xuMz3jLlQwL,1,credit_card,1,562.8,paid
wvkRgnVGANzD,1,credit_card,6,319.14,paid
U5IXJinEg2Qw,1,debit_card,1,110.28,paid
yD63sD2m0a4Z,1,wallet,1,85.15,paid
cYDilwYUGlvq,1,wallet,1,719.65,paid
PNngHdtE5ten,1,credit_card,3,57.88,paid
zB4GdfJsV5cC,1,voucher,1,95.58,paid
h7lfgXUsASnT,2,credit_card,1,631.59,paid
ifLDqIMy2ei2,1,credit_card,4,233.2,paid
0y3RnnvxFbjd,1,credit_card,4,83.63,unpaid
IMOgDo7dNY5a,1,credit_card,1,108.45,paid
Lqmga3yEK1tB,1,credit_card,5,331.96,paid
c4eAQCP0QvyD,1,credit_card,2,206.63,paid
W3CfpQXlcx60,1,credit_card,2,318.79,paid
pZ1Wo4RjccYw,1,credit_card,4,389.45,paid
0AoV4yPEGXvy,1,wallet,1,29.68,paid
b5IE72nBLTIn,1,credit_card,5,13.63,paid
QEcAfvL2d44f,1,credit_card,3,166.54,paid
vHDLEadTo3wk,1,wallet,1,144.18,paid
crVDEdhf34Nt,1,credit_card,6,238.12,paid
i6nW4mna5uNM,1,wallet,1,222.11,paid
cuzqyNpPkWft,1,credit_card,10,408.81,paid
q76hqFw9K9iD,1,credit_card,10,5.56,paid
SB2UiC3b37dE,2,credit_card,2,467.9,paid
raWlruh0pcCA,1,credit_card,8,184.35,paid
RmqZCsxi25xj,1,credit_card,1,12.26,paid
iMYS0PJ8f8ub,1,credit_card,6,611.12,paid
9AHxBxQaLfMy,1,wallet,1,285.34,paid
ZOHV8nMcejzA,1,debit_card,1,112.15,paid
8e4lvuma2snO,1,credit_card,10,191.51,paid
36yYwU2mESie,1,credit_card,4,686.02,paid
8ObpMPjXmyhC,1,credit_card,2,1828.41,paid
PBURQrpbsRBb,1,wallet,1,148.92,paid
HWcW7YdxSQpy,1,credit_card,5,1692.59,paid
qEUTEOFXN7XH,1,credit_card,3,286.09,paid
tecaDCfg1zLf,1,credit_card,4,222.7,unpaid
WSkytBHhbXKS,1,credit_card,2,257.42,paid
9NIwaxxX4fMB,2,credit_card,4,589.99,paid
4gevcV0tPCG1,1,credit_card,1,91.26,paid
Y0DL7MoszqXd,1,credit_card,4,527.23,paid
DCImOJbyDy9I,1,credit_card,2,343.54,paid
C2xtMkYDIZjs,1,wallet,1,8.71,paid
eXrg76wdyV3l,1,credit_card,4,118.74,paid
EUg7HrLFXshn,1,credit_card,10,293.89,paid
K0WJClNs9nbP,1,credit_card,10,75.36,paid
1YljtPTUNQCc,1,wallet,1,139.01,paid
MFLqVO0tG41t,1,credit_card,1,213.62,paid
4y9M3OOjIZtM,1,credit_card,6,20.87,paid
YbkyAkhOyUeX,1,credit_card,3,62.18,paid
QIYEaj5Ypjir,1,wallet,1,381.88,paid
WQnkLddEUz4t,1,wallet,1,58.12,paid
LfJt6cJ2BpGM,1,credit_card,4,19.01,paid
7rFbMtvjFZab,1,credit_card,3,232.11,paid
L7hfVrWBc4Re,1,wallet,1,232.27,paid
HkknLZTMyPmW,1,credit_card,3,633.7,paid
s3U7nAxRvzpN,1,credit_card,1,150.97,paid
LIW6kdJSEnno,1,credit_card,2,87.36,paid
Wbw13FbOhqgx,1,credit_card,10,44.8,paid
cP6xrYETU1pJ,1,credit_card,1,15.8,paid
7XIoE5zPgLtw,1,credit_card,10,285.14,paid
wpeQ9GVye059,1,credit_card,3,274.76,paid
L1nkbJNHJxD5,1,wallet,1,351.73,paid
H6ftExqN3YOB,1,wallet,1,83.15,paid
CFpuBUjaqot2,1,credit_card,2,1043.51,paid
v7zOHGP6IecU,1,credit_card,7,1.67,paid
RfGCfxwzmw7b,1,credit_card,5,172.96,paid
6MB4QbsKMaxf,1,credit_card,1,11.85,paid
Dpf3V7nqhiIm,1,credit_card,3,86.57,paid
FHpbxZl0m0GV,1,wallet,1,16.43,paid
qHHX1JXpHBd3,1,credit_card,1,110.13,paid
ovcskLzhn5US,1,credit_card,1,138.49,paid
d2OWtK04cdUB,1,credit_card,1,125.86,paid
qNBhIOSzbGc7,1,credit_card,1,488.58,paid
QWOf31cbKl4X,2,voucher,1,134.68,paid
oZEOog289TTI,1,credit_card,1,56.09,paid
lqSmixVliysk,1,credit_card,3,211.44,paid
nzRRJYLIBRjk,1,credit_card,7,61.16,paid
M8Aa9DQQSaP6,1,credit_card,4,98.55,paid
KtvsNKKTqCui,1,credit_card,1,162.85,paid
YqvzLsliNrkv,1,credit_card,3,23.08,paid
MppltaxZGjlJ,1,credit_card,10,36.29,paid
W1pDeyy2osDa,1,credit_card,3,225.32,paid
9daVCOyQd84c,1,credit_card,2,13.81,paid
NEyacVUUVt9s,1,credit_card,4,183.63,paid
L6JbVB5SKbny,1,credit_card,3,322.0,paid
XsBogD3L4Yyb,1,credit_card,1,128.01,paid
Pu6AJXZAJ6mH,1,wallet,1,28.83,paid
2yU48MPaWYMj,1,credit_card,2,118.36,paid
aSgn9appjooB,1,credit_card,1,342.56,paid
ty4u1kRQVTxL,1,credit_card,6,36.41,paid
iW9ycbP5NNHP,1,wallet,1,335.54,paid
tCjfrZQ8lrHk,1,credit_card,4,78.81,paid
Crx7nq6NLBJq,1,credit_card,7,291.12,paid
GyfCXcR1TUKr,1,credit_card,9,571.57,paid
623gNUClJHyI,1,wallet,1,129.23,paid
j95NkfAsYMJK,2,voucher,1,61.62,paid
dxwpjQWEjWVJ,1,credit_card,4,607.87,paid
9MWyc28Fe15M,1,credit_card,1,56.01,paid
1VEqOk3s23x2,1,credit_card,1,112.49,paid
ROc4Hx0ZRmRx,1,wallet,1,670.3,paid
qn8cQePgUfpE,1,wallet,1,63.27,paid
PFGa80V3Lcnz,1,credit_card,4,181.47,paid
cdMskdweeXvt,1,credit_card,3,413.47,paid
g65CbpCuyD7Z,1,wallet,1,401.63,paid
giln8htQDi9c,1,wallet,1,258.99,paid
ubuvZ72YnVQC,1,wallet,1,58.32,paid
VYfiNI74PAun,1,credit_card,10,129.74,paid
wRkw9q18SiUS,1,wallet,1,10.81,paid
WLsqohzQ0gAt,1,wallet,1,5.52,paid
3fPNUOag6QHS,1,credit_card,2,604.44,paid
ytNkP94SSZ23,1,credit_card,1,132.68,paid
8XJw9zC6db7g,1,credit_card,10,290.74,paid
XCnFkyAo1Mp9,1,credit_card,1,221.08,paid
6JyLeu3C0gfe,1,credit_card,2,69.2,paid
d7iDJbSLCi7B,1,credit_card,1,270.75,paid
6HI3RiMmgNxf,1,credit_card,1,54.97,paid
lzrvNmZTLPnz,1,credit_card,1,102.05,paid
VfluMlpYJHn6,1,credit_card,1,209.08,paid
ukDt0E5twULu,1,credit_card,5,45.37,paid
QyRvXWSO5RIa,1,wallet,1,266.51,paid
X7vxoIy37Z11,1,credit_card,2,104.13,paid
1yuEshCf1AjK,1,credit_card,3,163.61,paid
CZiYHwgTqCeo,1,credit_card,1,500.29,paid
3ZSGQESnOpFG,1,credit_card,6,140.33,paid
71MDWXGmQrzX,1,wallet,1,164.09,paid
G41O0PUGCFqG,1,credit_card,1,156.83,paid
aY0FPHDrnE1a,1,credit_card,2,166.86,paid
TDBPt2DDanI3,1,wallet,1,92.73,paid
jRln6GwSOthk,9,voucher,1,129.42,paid
upkI1g0bNMpS,1,wallet,1,272.18,paid
3si8894MDTlg,1,wallet,1,318.82,paid
Vm49kKWrvoby,1,credit_card,3,27.38,paid
RGs0NHnxqTAC,1,credit_card,10,42.19,paid
0CExQJJhcBIm,1,credit_card,2,48.43,paid
qoWDgt3P848p,1,credit_card,3,50.39,paid
dFY1upvDHAz5,1,wallet,1,195.29,paid
QXULiG2wkRVa,1,credit_card,1,145.07,paid
a0avpexG9hZo,1,credit_card,3,12.66,paid
wzumxiaih35i,1,wallet,1,1837.16,paid
F1BZ879X2yU4,1,credit_card,2,224.59,paid
TlvQ8skeB4TN,4,voucher,1,406.58,paid
NpeVI0yqZqyn,1,credit_card,10,348.92,paid
kyc9Z5OEtULz,1,credit_card,3,785.21,paid
TclLjN8Eltbw,1,credit_card,2,432.1,paid
VlpzCBE8gt6q,1,credit_card,10,280.16,paid
ItDpMPiVzRIe,1,credit_card,1,395.17,paid
qMjoqcTbXpCR,1,wallet,1,85.16,paid
XP7zjUFP5kMO,1,credit_card,5,209.21,paid
bv0nzoiDzthQ,1,credit_card,2,37.82,paid
Ef4OhoYiVBcH,1,wallet,1,37.64,paid
QxxF76nGHmDD,1,credit_card,1,111.99,paid
URu9uvk21Hfz,1,wallet,1,73.55,paid
9mbYYzXuEyBX,1,credit_card,8,340.49,paid
kOzqeDy6J1lu,1,credit_card,10,352.55,paid
cBB07SMiFHn8,1,credit_card,2,25.58,paid
NsaP6sRmXQL0,1,credit_card,1,251.36,paid
dAl17PpPWXkG,3,voucher,1,134.02,paid
E3yzkiZL9DYN,1,wallet,1,59.1,paid
6ZqvIilJfmGY,1,credit_card,4,208.35,paid
7g88VLxcKikd,1,wallet,1,244.06,paid
Afwu0wjHzYEk,1,credit_card,4,478.9,paid
Wo3SovzEyP2w,1,credit_card,2,675.77,paid
4OpbhSDh2wCX,1,wallet,1,46.38,paid
t3Gg3FSdat3W,1,credit_card,3,112.15,paid
Ya0xg0fbyEw3,1,credit_card,8,116.98,paid
MnhFp2aPLrp9,1,credit_card,1,15.1,paid
W28AJxKJPLSS,1,credit_card,8,33.63,paid
QuZzZ6BUFneh,1,credit_card,10,190.59,paid
YeqWEPGQaHGv,1,credit_card,6,130.88,paid
2VsjGy1fSxdQ,1,credit_card,1,266.38,paid
q1OSVBDbVcq6,1,voucher,1,203.03,paid
ukBj5qi175Qi,1,wallet,1,233.92,paid
tAgAZoKFx0t1,1,credit_card,1,152.27,paid
KNTRtMDLrNFx,1,wallet,1,556.75,paid
Sb5WwxPDUiGI,1,credit_card,1,60.08,paid
dPNXERiggrkL,1,credit_card,2,20.58,paid
fu6nrYWoQGkF,1,credit_card,1,169.86,paid
AlRrCpPdJWA6,1,credit_card,5,362.81,paid
iw08FGAW7wsG,1,credit_card,3,382.27,paid
0pEeGOORmTFc,1,wallet,1,128.01,paid
BhlB8ID5PzSf,1,credit_card,10,294.06,paid
4bx7HT7MEleF,1,credit_card,2,30.17,paid
k8H6d4UekkAJ,1,wallet,1,1353.28,paid
5WEYZMUe1CZN,1,credit_card,1,207.66,paid
TWKlYXiH757Y,1,credit_card,1,293.61,paid
oUz8O1kBNNC4,1,credit_card,1,419.44,paid
VtPZzzbECXcP,1,credit_card,7,61.27,paid
Rvu9MbFf7KXj,1,credit_card,1,339.48,paid
AUXV2J7DNIeK,1,credit_card,2,300.11,paid
ebA6eY8CCBCg,1,credit_card,2,1039.9,paid
PC3wkJsyLIed,1,credit_card,9,154.46,paid
BfBUTBxbH3F0,1,credit_card,5,131.43,paid
AiIe0QsIJdlJ,1,wallet,1,136.07,paid
m2SZfnKWkF35,1,credit_card,2,88.11,paid
HNBqEjQtscgq,1,credit_card,5,238.01,paid
HGSLD85DPlwC,1,credit_card,1,46.85,paid
pXgLZeLNsG2n,1,wallet,1,1549.41,paid
SY2NCkaabeHC,1,credit_card,3,118.79,paid
eWxciONUGxg4,1,credit_card,1,89.58,paid
ykjq6BVqkmFX,1,credit_card,1,296.42,paid
gd3ru8SRymfv,1,credit_card,6,116.64,paid
AgmKB8ofZoeY,1,credit_card,1,105.98,paid
e378BsqPnNzY,1,credit_card,1,3.26,paid
k30eIvCesbDy,1,credit_card,3,560.77,paid
zJpeYmSt33Zf,1,wallet,1,961.49,paid
